id,lng,lat,nama_desa,curah_hujan,kemiringan,banjir_histori,claster
636,123.5721502,0.8733711,Sangkub II,2877,7,3,Tinggi
637,123.5969271,0.8783676,Sangkub III,3119,1,3,Tinggi
638,123.6297446,0.8853178,Sangkub IV,3177,7,3,Tinggi
639,123.6516328,0.877609,Sangkub Timur,2738,3,4,Tinggi
640,123.5740085,0.8434258,Sidodadi,2688,5,3,Tinggi
641,123.5036874,0.8799445,Suka Makmur,2994,6,4,Tinggi
642,123.4569718,0.8588704,Tombolango,3079,4,4,Tinggi
643,123.1251358,0.8940865,Batubantayo,2558,7,4,Tinggi
644,123.165318,0.8964744,Batutajam,2642,3,0,Sedang
645,123.1366502,0.9203082,Buko,2588,5,1,Sedang
646,123.1008937,0.9103633,Buko Selatan,3022,8,5,Tinggi
647,123.1327501,0.9213702,Buko Utara,2697,10,1,Sedang
648,123.1274686,0.8757991,Busato,2504,6,3,Tinggi
649,123.1103405,0.9028503,Dalapuli,2498,8,1,Sedang
650,123.1057031,0.9071478,Dalapuli Barat,2511,3,2,Sedang
651,123.1142117,0.8991006,Dalapuli Timur,2618,4,1,Sedang
652,123.1035262,0.8936166,Dengi,2671,1,2,Sedang
653,123.0476425,0.8791003,Duini,2640,7,3,Tinggi
654,123.0958926,0.8876956,Kayuogu,2677,6,2,Sedang
655,123.1551936,0.9275295,Komus I,2664,2,0,Sedang
656,123.1272778,0.8902523,Padango,2853,8,4,Tinggi
657,123.1220655,0.9212744,Tambulang Pantai,2549,4,3,Tinggi
658,123.0582443,0.9095261,Tambulang Timur,2737,9,2,Sedang
659,123.1381281,0.9428426,Tanjung Sidupa,2693,4,1,Sedang
660,123.1064602,0.9180999,Tombulang,2774,7,4,Tinggi
661,123.1017288,0.9045159,Tontulow,2842,5,4,Tinggi
662,123.0991088,0.9165089,Tontulow Utara,3105,3,5,Tinggi
663,123.0528483,0.8665408,Tuntung,2594,6,3,Tinggi
664,123.0647633,0.8594453,Tuntung Timur,2764,3,2,Sedang
665,123.2484701,0.9025119,Bigo,2681,75,3,Tinggi
666,123.2656848,0.9011417,Bigo Selatan,2594,2,2,Sedang
667,123.2464918,0.9036907,Boroko,3153,8,5,Tinggi
668,123.2506512,0.9099043,Boroko Timur,2677,9,3,Tinggi
669,123.2686414,0.9129773,Boroko Utara,2569,2,4,Tinggi
670,123.2702232,0.8788547,Gihang,2683,3,3,Tinggi
671,123.1996546,0.913876,Inomunga,2958,8,6,Tinggi
672,123.1991956,0.9315961,Inomunga Utara,2732,7,2,Sedang
673,123.2284061,0.9056832,Komus II Timur,2684,9,0,Sedang
674,123.1639056,0.9119767,Komus II,2749,7,0,Sedang
675,123.2615798,0.9080643,Kuala,2843,0,4,Tinggi
676,123.2600172,0.9009579,Kuala Utara,2759,2,3,Tinggi
677,123.271289,0.8681385,Pontak,2638,2,3,Tinggi
678,123.1187518,0.8461684,Soligir,2648,2,2,Sedang
679,123.1787332,0.9416426,Solo,2594,6,3,Tinggi
680,123.3009496,0.9038044,Bolangitang,3174,4,4,Tinggi
681,123.2995221,0.9080314,Bolangitang I,2738,2,3,Tinggi
682,123.2882971,0.9084274,Bolangitang II,2833,2,4,Tinggi
683,123.2870971,0.9007646,Iyok,2774,4,2,Sedang
684,123.2635361,0.8869446,Jambu Sarang,2697,2,4,Tinggi
685,123.3243915,0.8665984,Keimanga,2816,3,3,Tinggi
686,123.2983593,0.8991609,Langi,2973,3,2,Sedang
687,122.9621193,0.7928829,Ollot,2851,2,4,Tinggi
688,123.2731421,0.8723041,Ollot I,2796,2,3,Tinggi
689,123.0226938,0.7800652,Olllot II,2868,2,3,Tinggi
690,123.3194606,0.8587119,Paku,2677,7,2,Sedang
691,122.9833958,0.7775217,Paku Selatan,2784,5,2,Sedang
692,123.2701102,0.8789711,Sonuo,2982,4,4,Tinggi
693,123.2929156,0.9049228,Talaga,2771,2,3,Tinggi
694,123.2562267,0.8899956,Talaga Tomoagu,2675,2,3,Tinggi
695,123.3323268,0.9095774,Tanjung Buaya,2663,7,2,Sedang
696,123.2598784,0.8956402,Tote,2845,6,2,Sedang
697,123.0465348,0.7818581,Wakat,3097,8,4,Tinggi
698,123.1450408,0.7611374,Binjeita,2857,4,3,Tinggi
699,123.1351108,0.7606619,Binjeita I,2774,3,3,Tinggi
700,123.4525148,0.8885914,Binjeita II,2741,2,2,Sedang
701,123.0915928,0.7726113,Binuanga,2589,8,1,Sedang
702,123.4854829,0.882902,Binuni,2693,6,2,Sedang
703,123.1587704,0.7577284,Biontong,2847,2,3,Tinggi
704,123.1855262,0.7873105,Biontong I,2849,3,4,Tinggi
705,123.1730483,0.7530341,Biontong II,2791,2,2,Sedang
706,123.1208733,0.761598,Bohabak I,2589,2,2,Sedang
707,123.4101856,0.8925571,Bohabak II,2697,2,3,Tinggi
708,123.4199192,0.8764826,Bohabak III,2577,3,2,Sedang
709,123.1092923,0.7672229,Bohabak IV,2638,4,2,Sedang
710,123.4963053,0.8804917,Lipu Bogu,2638,4,4,Tinggi
711,123.3348136,0.9002765,Moditek,1967,7,1,Rendah
712,123.299622,0.8706228,Mokoditek I,2088,6,1,Rendah
713,123.3721955,0.8876845,Nagara,2382,5,1,Sedang
714,123.2295368,0.8663548,Nunuka,2101,5,3,Rendah
715,123.0659497,0.7695688,Saleo,2470,5,2,Sedang
716,123.4099003,0.7837536,Saleo I,2734,4,2,Sedang
717,123.4410907,0.9040152,Tanjung Labuo,2033,2,2,Rendah
718,123.5399762,0.8854939,Batulintik,2673,2,4,Tinggi
719,122.9541172,0.7336715,Bintauna,2836,2,4,Tinggi
720,123.5675898,0.8925974,Bintauna Pantai,2895,2,4,Tinggi
721,123.5541418,0.8790284,Bunia,2788,2,4,Tinggi
722,122.8639187,0.7333855,Bunong,2137,1,3,Rendah
723,123.2679788,0.7104693,Huntuk,2496,2,2,Sedang
724,123.3218733,0.7552466,Kopi,2558,3,4,Tinggi
725,123.5095993,0.8781118,Kuhanga,2194,1,4,Rendah
726,123.5342401,0.8901131,Minanga,2733,2,4,Tinggi
727,123.2324598,0.7244381,Mome,2681,1,2,Sedang
728,123.5447689,0.8808049,Padang,2649,2,3,Tinggi
729,123.5033082,0.8630317,Padang Barat,2775,2,3,Tinggi
730,123.5125886,0.8650231,Pimpi,2846,1,3,Tinggi
731,123.5384006,0.8841129,Talaga,2559,2,4,Tinggi
732,123.5403428,0.8777283,Vahuta,1998,1,2,Rendah
733,123.5291001,0.8836799,Voa’a,2679,1,3,Tinggi
734,123.7027682,0.8577776,Apeng Sembaka,1882,2,2,Rendah
735,123.60204,0.8737545,Busisingo,3195,3,4,Tinggi
736,123.5788617,0.8975299,Busisingo Utara,2937,3,3,Tinggi
737,123.596064,0.8983179,Mokusato,3117,2,4,Tinggi
738,123.0679893,0.8807598,Monompia,2974,1,3,Tinggi
739,123.563682,0.8426913,Pangkusa,2633,2,3,Tinggi
740,123.6264601,0.8687211,Sampiro,2771,4,3,Tinggi
741,123.5334105,0.8477859,Sangtombolang,2397,8,2,Sedang
742,123.5816367,0.8724071,Sangkub I,2669,3,3,Tinggi
743,123.5721502,0.8733711,Sangkub II,2877,7,3,Tinggi
744,123.5969271,0.8783676,Sangkub III,3119,1,3,Tinggi
745,123.6297446,0.8853178,Sangkub IV,3177,7,3,Tinggi
746,123.6516328,0.877609,Sangkub Timur,2738,3,4,Tinggi
747,123.5740085,0.8434258,Sidodadi,2688,5,3,Tinggi
748,123.5036874,0.8799445,Suka Makmur,2994,6,4,Tinggi
749,123.4569718,0.8588704,Tombolango,3079,4,4,Tinggi
750,123.1251358,0.8940865,Batubantayo,2558,7,4,Tinggi
751,123.165318,0.8964744,Batutajam,2642,3,0,Sedang
752,123.1366502,0.9203082,Buko,2588,5,1,Sedang
753,123.1008937,0.9103633,Buko Selatan,3022,8,5,Tinggi
754,123.1327501,0.9213702,Buko Utara,2697,10,1,Sedang
755,123.1274686,0.8757991,Busato,2504,6,3,Tinggi
756,123.1103405,0.9028503,Dalapuli,2498,8,1,Sedang
757,123.1057031,0.9071478,Dalapuli Barat,2511,3,2,Sedang
758,123.1142117,0.8991006,Dalapuli Timur,2618,4,1,Sedang
759,123.1035262,0.8936166,Dengi,2671,1,2,Sedang
760,123.0476425,0.8791003,Duini,2640,7,3,Tinggi
761,123.0958926,0.8876956,Kayuogu,2677,6,2,Sedang
762,123.1551936,0.9275295,Komus I,2664,2,0,Sedang
763,123.1272778,0.8902523,Padango,2853,8,4,Tinggi
764,123.1220655,0.9212744,Tambulang Pantai,2549,4,3,Tinggi
765,123.0582443,0.9095261,Tambulang Timur,2737,9,2,Sedang
766,123.1381281,0.9428426,Tanjung Sidupa,2693,4,1,Sedang
767,123.1064602,0.9180999,Tombulang,2774,7,4,Tinggi
768,123.1017288,0.9045159,Tontulow,2842,5,4,Tinggi
769,123.0991088,0.9165089,Tontulow Utara,3105,3,5,Tinggi
770,123.0528483,0.8665408,Tuntung,2594,6,3,Tinggi
771,123.0647633,0.8594453,Tuntung Timur,2764,3,2,Sedang
772,123.2484701,0.9025119,Bigo,2681,75,3,Tinggi
773,123.2656848,0.9011417,Bigo Selatan,2594,2,2,Sedang
774,123.2464918,0.9036907,Boroko,3153,8,5,Tinggi
775,123.2506512,0.9099043,Boroko Timur,2677,9,3,Tinggi
776,123.2686414,0.9129773,Boroko Utara,2569,2,4,Tinggi
777,123.2702232,0.8788547,Gihang,2683,3,3,Tinggi
778,123.1996546,0.913876,Inomunga,2958,8,6,Tinggi
779,123.1991956,0.9315961,Inomunga Utara,2732,7,2,Sedang
780,123.2284061,0.9056832,Komus II Timur,2684,9,0,Sedang
781,123.1639056,0.9119767,Komus II,2749,7,0,Sedang
782,123.2615798,0.9080643,Kuala,2843,0,4,Tinggi
783,123.2600172,0.9009579,Kuala Utara,2759,2,3,Tinggi
784,123.271289,0.8681385,Pontak,2638,2,3,Tinggi
785,123.1187518,0.8461684,Soligir,2648,2,2,Sedang
786,123.1787332,0.9416426,Solo,2594,6,3,Tinggi
787,123.3009496,0.9038044,Bolangitang,3174,4,4,Tinggi
788,123.2995221,0.9080314,Bolangitang I,2738,2,3,Tinggi
789,123.2882971,0.9084274,Bolangitang II,2833,2,4,Tinggi
790,123.2870971,0.9007646,Iyok,2774,4,2,Sedang
791,123.2635361,0.8869446,Jambu Sarang,2697,2,4,Tinggi
792,123.3243915,0.8665984,Keimanga,2816,3,3,Tinggi
793,123.2983593,0.8991609,Langi,2973,3,2,Sedang
794,122.9621193,0.7928829,Ollot,2851,2,4,Tinggi
795,123.2731421,0.8723041,Ollot I,2796,2,3,Tinggi
796,123.0226938,0.7800652,Olllot II,2868,2,3,Tinggi
797,123.3194606,0.8587119,Paku,2677,7,2,Sedang
798,122.9833958,0.7775217,Paku Selatan,2784,5,2,Sedang
799,123.2701102,0.8789711,Sonuo,2982,4,4,Tinggi
800,123.2929156,0.9049228,Talaga,2771,2,3,Tinggi
801,123.2562267,0.8899956,Talaga Tomoagu,2675,2,3,Tinggi
802,123.3323268,0.9095774,Tanjung Buaya,2663,7,2,Sedang
803,123.2598784,0.8956402,Tote,2845,6,2,Sedang
804,123.0465348,0.7818581,Wakat,3097,8,4,Tinggi
805,123.1450408,0.7611374,Binjeita,2857,4,3,Tinggi
806,123.1351108,0.7606619,Binjeita I,2774,3,3,Tinggi
807,123.4525148,0.8885914,Binjeita II,2741,2,2,Sedang
808,123.0915928,0.7726113,Binuanga,2589,8,1,Sedang
809,123.4854829,0.882902,Binuni,2693,6,2,Sedang
810,123.1587704,0.7577284,Biontong,2847,2,3,Tinggi
811,123.1855262,0.7873105,Biontong I,2849,3,4,Tinggi
812,123.1730483,0.7530341,Biontong II,2791,2,2,Sedang
813,123.1208733,0.761598,Bohabak I,2589,2,2,Sedang
814,123.4101856,0.8925571,Bohabak II,2697,2,3,Tinggi
815,123.4199192,0.8764826,Bohabak III,2577,3,2,Sedang
816,123.1092923,0.7672229,Bohabak IV,2638,4,2,Sedang
817,123.4963053,0.8804917,Lipu Bogu,2638,4,4,Tinggi
818,123.3348136,0.9002765,Moditek,1967,7,1,Rendah
819,123.299622,0.8706228,Mokoditek I,2088,6,1,Rendah
820,123.3721955,0.8876845,Nagara,2382,5,1,Sedang
821,123.2295368,0.8663548,Nunuka,2101,5,3,Rendah
822,123.0659497,0.7695688,Saleo,2470,5,2,Sedang
823,123.4099003,0.7837536,Saleo I,2734,4,2,Sedang
824,123.4410907,0.9040152,Tanjung Labuo,2033,2,2,Rendah
825,123.5399762,0.8854939,Batulintik,2673,2,4,Tinggi
826,122.9541172,0.7336715,Bintauna,2836,2,4,Tinggi
827,123.5675898,0.8925974,Bintauna Pantai,2895,2,4,Tinggi
828,123.5541418,0.8790284,Bunia,2788,2,4,Tinggi
829,122.8639187,0.7333855,Bunong,2137,1,3,Rendah
830,123.2679788,0.7104693,Huntuk,2496,2,2,Sedang
831,123.3218733,0.7552466,Kopi,2558,3,4,Tinggi
832,123.5095993,0.8781118,Kuhanga,2194,1,4,Rendah
833,123.5342401,0.8901131,Minanga,2733,2,4,Tinggi
834,123.2324598,0.7244381,Mome,2681,1,2,Sedang
835,123.5447689,0.8808049,Padang,2649,2,3,Tinggi
836,123.5033082,0.8630317,Padang Barat,2775,2,3,Tinggi
837,123.5125886,0.8650231,Pimpi,2846,1,3,Tinggi
838,123.5384006,0.8841129,Talaga,2559,2,4,Tinggi
839,123.5403428,0.8777283,Vahuta,1998,1,2,Rendah
840,123.5291001,0.8836799,Voa’a,2679,1,3,Tinggi
841,123.7027682,0.8577776,Apeng Sembaka,1882,2,2,Rendah
842,123.60204,0.8737545,Busisingo,3195,3,4,Tinggi
843,123.5788617,0.8975299,Busisingo Utara,2937,3,3,Tinggi
844,123.596064,0.8983179,Mokusato,3117,2,4,Tinggi
845,123.0679893,0.8807598,Monompia,2974,1,3,Tinggi
846,123.563682,0.8426913,Pangkusa,2633,2,3,Tinggi
847,123.6264601,0.8687211,Sampiro,2771,4,3,Tinggi
848,123.5334105,0.8477859,Sangtombolang,2397,8,2,Sedang
849,123.5816367,0.8724071,Sangkub I,2669,3,3,Tinggi
850,123.5721502,0.8733711,Sangkub II,2877,7,3,Tinggi
851,123.5969271,0.8783676,Sangkub III,3119,1,3,Tinggi
852,123.6297446,0.8853178,Sangkub IV,3177,7,3,Tinggi
853,123.6516328,0.877609,Sangkub Timur,2738,3,4,Tinggi
854,123.5740085,0.8434258,Sidodadi,2688,5,3,Tinggi
855,123.5036874,0.8799445,Suka Makmur,2994,6,4,Tinggi
856,123.4569718,0.8588704,Tombolango,3079,4,4,Tinggi
857,123.1251358,0.8940865,Batubantayo,2558,7,4,Tinggi
858,123.165318,0.8964744,Batutajam,2642,3,0,Sedang
859,123.1366502,0.9203082,Buko,2588,5,1,Sedang
860,123.1008937,0.9103633,Buko Selatan,3022,8,5,Tinggi
861,123.1327501,0.9213702,Buko Utara,2697,10,1,Sedang
862,123.1274686,0.8757991,Busato,2504,6,3,Tinggi
863,123.1103405,0.9028503,Dalapuli,2498,8,1,Sedang
864,123.1057031,0.9071478,Dalapuli Barat,2511,3,2,Sedang
865,123.1142117,0.8991006,Dalapuli Timur,2618,4,1,Sedang
866,123.1035262,0.8936166,Dengi,2671,1,2,Sedang
867,123.0476425,0.8791003,Duini,2640,7,3,Tinggi
868,123.0958926,0.8876956,Kayuogu,2677,6,2,Sedang
869,123.1551936,0.9275295,Komus I,2664,2,0,Sedang
870,123.1272778,0.8902523,Padango,2853,8,4,Tinggi
871,123.1220655,0.9212744,Tambulang Pantai,2549,4,3,Tinggi
872,123.0582443,0.9095261,Tambulang Timur,2737,9,2,Sedang
873,123.1381281,0.9428426,Tanjung Sidupa,2693,4,1,Sedang
874,123.1064602,0.9180999,Tombulang,2774,7,4,Tinggi
875,123.1017288,0.9045159,Tontulow,2842,5,4,Tinggi
876,123.0991088,0.9165089,Tontulow Utara,3105,3,5,Tinggi
877,123.0528483,0.8665408,Tuntung,2594,6,3,Tinggi
878,123.0647633,0.8594453,Tuntung Timur,2764,3,2,Sedang
879,123.2484701,0.9025119,Bigo,2681,75,3,Tinggi
880,123.2656848,0.9011417,Bigo Selatan,2594,2,2,Sedang
881,123.2464918,0.9036907,Boroko,3153,8,5,Tinggi
882,123.2506512,0.9099043,Boroko Timur,2677,9,3,Tinggi
883,123.2686414,0.9129773,Boroko Utara,2569,2,4,Tinggi
884,123.2702232,0.8788547,Gihang,2683,3,3,Tinggi
885,123.1996546,0.913876,Inomunga,2958,8,6,Tinggi
886,123.1991956,0.9315961,Inomunga Utara,2732,7,2,Sedang
887,123.2284061,0.9056832,Komus II Timur,2684,9,0,Sedang
888,123.1639056,0.9119767,Komus II,2749,7,0,Sedang
889,123.2615798,0.9080643,Kuala,2843,0,4,Tinggi
890,123.2600172,0.9009579,Kuala Utara,2759,2,3,Tinggi
891,123.271289,0.8681385,Pontak,2638,2,3,Tinggi
892,123.1187518,0.8461684,Soligir,2648,2,2,Sedang
893,123.1787332,0.9416426,Solo,2594,6,3,Tinggi
894,123.3009496,0.9038044,Bolangitang,3174,4,4,Tinggi
895,123.2995221,0.9080314,Bolangitang I,2738,2,3,Tinggi
896,123.2882971,0.9084274,Bolangitang II,2833,2,4,Tinggi
897,123.2870971,0.9007646,Iyok,2774,4,2,Sedang
898,123.2635361,0.8869446,Jambu Sarang,2697,2,4,Tinggi
899,123.3243915,0.8665984,Keimanga,2816,3,3,Tinggi
900,123.2983593,0.8991609,Langi,2973,3,2,Sedang
901,122.9621193,0.7928829,Ollot,2851,2,4,Tinggi
902,123.2731421,0.8723041,Ollot I,2796,2,3,Tinggi
903,123.0226938,0.7800652,Olllot II,2868,2,3,Tinggi
904,123.3194606,0.8587119,Paku,2677,7,2,Sedang
905,122.9833958,0.7775217,Paku Selatan,2784,5,2,Sedang
906,123.2701102,0.8789711,Sonuo,2982,4,4,Tinggi
907,123.2929156,0.9049228,Talaga,2771,2,3,Tinggi
908,123.2562267,0.8899956,Talaga Tomoagu,2675,2,3,Tinggi
909,123.3323268,0.9095774,Tanjung Buaya,2663,7,2,Sedang
910,123.2598784,0.8956402,Tote,2845,6,2,Sedang
911,123.0465348,0.7818581,Wakat,3097,8,4,Tinggi
912,123.1450408,0.7611374,Binjeita,2857,4,3,Tinggi
913,123.1351108,0.7606619,Binjeita I,2774,3,3,Tinggi
914,123.4525148,0.8885914,Binjeita II,2741,2,2,Sedang
915,123.0915928,0.7726113,Binuanga,2589,8,1,Sedang
916,123.4854829,0.882902,Binuni,2693,6,2,Sedang
917,123.1587704,0.7577284,Biontong,2847,2,3,Tinggi
918,123.1855262,0.7873105,Biontong I,2849,3,4,Tinggi
919,123.1730483,0.7530341,Biontong II,2791,2,2,Sedang
920,123.1208733,0.761598,Bohabak I,2589,2,2,Sedang
921,123.4101856,0.8925571,Bohabak II,2697,2,3,Tinggi
922,123.4199192,0.8764826,Bohabak III,2577,3,2,Sedang
923,123.1092923,0.7672229,Bohabak IV,2638,4,2,Sedang
924,123.4963053,0.8804917,Lipu Bogu,2638,4,4,Tinggi
925,123.3348136,0.9002765,Moditek,1967,7,1,Rendah
926,123.299622,0.8706228,Mokoditek I,2088,6,1,Rendah
927,123.3721955,0.8876845,Nagara,2382,5,1,Sedang
928,123.2295368,0.8663548,Nunuka,2101,5,3,Rendah
929,123.0659497,0.7695688,Saleo,2470,5,2,Sedang
930,123.4099003,0.7837536,Saleo I,2734,4,2,Sedang
931,123.4410907,0.9040152,Tanjung Labuo,2033,2,2,Rendah
932,123.5399762,0.8854939,Batulintik,2673,2,4,Tinggi
933,122.9541172,0.7336715,Bintauna,2836,2,4,Tinggi
934,123.5675898,0.8925974,Bintauna Pantai,2895,2,4,Tinggi
935,123.5541418,0.8790284,Bunia,2788,2,4,Tinggi
936,122.8639187,0.7333855,Bunong,2137,1,3,Rendah
937,123.2679788,0.7104693,Huntuk,2496,2,2,Sedang
938,123.3218733,0.7552466,Kopi,2558,3,4,Tinggi
939,123.5095993,0.8781118,Kuhanga,2194,1,4,Rendah
940,123.5342401,0.8901131,Minanga,2733,2,4,Tinggi
941,123.2324598,0.7244381,Mome,2681,1,2,Sedang
942,123.5447689,0.8808049,Padang,2649,2,3,Tinggi
943,123.5033082,0.8630317,Padang Barat,2775,2,3,Tinggi
944,123.5125886,0.8650231,Pimpi,2846,1,3,Tinggi
945,123.5384006,0.8841129,Talaga,2559,2,4,Tinggi
946,123.5403428,0.8777283,Vahuta,1998,1,2,Rendah
947,123.5291001,0.8836799,Voa’a,2679,1,3,Tinggi
948,123.7027682,0.8577776,Apeng Sembaka,1882,2,2,Rendah
949,123.60204,0.8737545,Busisingo,3195,3,4,Tinggi
950,123.5788617,0.8975299,Busisingo Utara,2937,3,3,Tinggi
951,123.596064,0.8983179,Mokusato,3117,2,4,Tinggi
952,123.0679893,0.8807598,Monompia,2974,1,3,Tinggi
953,123.563682,0.8426913,Pangkusa,2633,2,3,Tinggi
954,123.6264601,0.8687211,Sampiro,2771,4,3,Tinggi
955,123.5334105,0.8477859,Sangtombolang,2397,8,2,Sedang
956,123.5816367,0.8724071,Sangkub I,2669,3,3,Tinggi
957,123.5721502,0.8733711,Sangkub II,2877,7,3,Tinggi
958,123.5969271,0.8783676,Sangkub III,3119,1,3,Tinggi
959,123.6297446,0.8853178,Sangkub IV,3177,7,3,Tinggi
960,123.6516328,0.877609,Sangkub Timur,2738,3,4,Tinggi
961,123.5740085,0.8434258,Sidodadi,2688,5,3,Tinggi
962,123.5036874,0.8799445,Suka Makmur,2994,6,4,Tinggi
963,123.4569718,0.8588704,Tombolango,3079,4,4,Tinggi
964,123.1251358,0.8940865,Batubantayo,2558,7,4,Tinggi
965,123.165318,0.8964744,Batutajam,2642,3,0,Sedang
966,123.1366502,0.9203082,Buko,2588,5,1,Sedang
967,123.1008937,0.9103633,Buko Selatan,3022,8,5,Tinggi
968,123.1327501,0.9213702,Buko Utara,2697,10,1,Sedang
969,123.1274686,0.8757991,Busato,2504,6,3,Tinggi
970,123.1103405,0.9028503,Dalapuli,2498,8,1,Sedang
971,123.1057031,0.9071478,Dalapuli Barat,2511,3,2,Sedang
972,123.1142117,0.8991006,Dalapuli Timur,2618,4,1,Sedang
973,123.1035262,0.8936166,Dengi,2671,1,2,Sedang
974,123.0476425,0.8791003,Duini,2640,7,3,Tinggi
975,123.0958926,0.8876956,Kayuogu,2677,6,2,Sedang
976,123.1551936,0.9275295,Komus I,2664,2,0,Sedang
977,123.1272778,0.8902523,Padango,2853,8,4,Tinggi
978,123.1220655,0.9212744,Tambulang Pantai,2549,4,3,Tinggi
979,123.0582443,0.9095261,Tambulang Timur,2737,9,2,Sedang
980,123.1381281,0.9428426,Tanjung Sidupa,2693,4,1,Sedang
981,123.1064602,0.9180999,Tombulang,2774,7,4,Tinggi
982,123.1017288,0.9045159,Tontulow,2842,5,4,Tinggi
983,123.0991088,0.9165089,Tontulow Utara,3105,3,5,Tinggi
984,123.0528483,0.8665408,Tuntung,2594,6,3,Tinggi
985,123.0647633,0.8594453,Tuntung Timur,2764,3,2,Sedang
986,123.2484701,0.9025119,Bigo,2681,75,3,Tinggi
987,123.2656848,0.9011417,Bigo Selatan,2594,2,2,Sedang
988,123.2464918,0.9036907,Boroko,3153,8,5,Tinggi
989,123.2506512,0.9099043,Boroko Timur,2677,9,3,Tinggi
990,123.2686414,0.9129773,Boroko Utara,2569,2,4,Tinggi
991,123.2702232,0.8788547,Gihang,2683,3,3,Tinggi
992,123.1996546,0.913876,Inomunga,2958,8,6,Tinggi
993,123.1991956,0.9315961,Inomunga Utara,2732,7,2,Sedang
994,123.2284061,0.9056832,Komus II Timur,2684,9,0,Sedang
995,123.1639056,0.9119767,Komus II,2749,7,0,Sedang
996,123.2615798,0.9080643,Kuala,2843,0,4,Tinggi
997,123.2600172,0.9009579,Kuala Utara,2759,2,3,Tinggi
998,123.271289,0.8681385,Pontak,2638,2,3,Tinggi
999,123.1187518,0.8461684,Soligir,2648,2,2,Sedang
1000,123.1787332,0.9416426,Solo,2594,6,3,Tinggi
1001,123.3009496,0.9038044,Bolangitang,3174,4,4,Tinggi
1002,123.2995221,0.9080314,Bolangitang I,2738,2,3,Tinggi
1003,123.2882971,0.9084274,Bolangitang II,2833,2,4,Tinggi
1004,123.2870971,0.9007646,Iyok,2774,4,2,Sedang
1005,123.2635361,0.8869446,Jambu Sarang,2697,2,4,Tinggi
1006,123.3243915,0.8665984,Keimanga,2816,3,3,Tinggi
1007,123.2983593,0.8991609,Langi,2973,3,2,Sedang
1008,122.9621193,0.7928829,Ollot,2851,2,4,Tinggi
1009,123.2731421,0.8723041,Ollot I,2796,2,3,Tinggi
1010,123.0226938,0.7800652,Olllot II,2868,2,3,Tinggi
1011,123.3194606,0.8587119,Paku,2677,7,2,Sedang
1012,122.9833958,0.7775217,Paku Selatan,2784,5,2,Sedang
1013,123.2701102,0.8789711,Sonuo,2982,4,4,Tinggi
1014,123.2929156,0.9049228,Talaga,2771,2,3,Tinggi
1015,123.2562267,0.8899956,Talaga Tomoagu,2675,2,3,Tinggi
1016,123.3323268,0.9095774,Tanjung Buaya,2663,7,2,Sedang
1017,123.2598784,0.8956402,Tote,2845,6,2,Sedang
1018,123.0465348,0.7818581,Wakat,3097,8,4,Tinggi
1019,123.1450408,0.7611374,Binjeita,2857,4,3,Tinggi
1020,123.1351108,0.7606619,Binjeita I,2774,3,3,Tinggi
1021,123.4525148,0.8885914,Binjeita II,2741,2,2,Sedang
1022,123.0915928,0.7726113,Binuanga,2589,8,1,Sedang
1023,123.4854829,0.882902,Binuni,2693,6,2,Sedang
1024,123.1587704,0.7577284,Biontong,2847,2,3,Tinggi
1025,123.1855262,0.7873105,Biontong I,2849,3,4,Tinggi
1026,123.1730483,0.7530341,Biontong II,2791,2,2,Sedang
1027,123.1208733,0.761598,Bohabak I,2589,2,2,Sedang
1028,123.4101856,0.8925571,Bohabak II,2697,2,3,Tinggi
1029,123.4199192,0.8764826,Bohabak III,2577,3,2,Sedang
1030,123.1092923,0.7672229,Bohabak IV,2638,4,2,Sedang
1031,123.4963053,0.8804917,Lipu Bogu,2638,4,4,Tinggi
1032,123.3348136,0.9002765,Moditek,1967,7,1,Rendah
1033,123.299622,0.8706228,Mokoditek I,2088,6,1,Rendah
1034,123.3721955,0.8876845,Nagara,2382,5,1,Sedang
1035,123.2295368,0.8663548,Nunuka,2101,5,3,Rendah
1036,123.0659497,0.7695688,Saleo,2470,5,2,Sedang
1037,123.4099003,0.7837536,Saleo I,2734,4,2,Sedang
1038,123.4410907,0.9040152,Tanjung Labuo,2033,2,2,Rendah
1039,123.5399762,0.8854939,Batulintik,2673,2,4,Tinggi
1040,122.9541172,0.7336715,Bintauna,2836,2,4,Tinggi
1041,123.5675898,0.8925974,Bintauna Pantai,2895,2,4,Tinggi
1042,123.5541418,0.8790284,Bunia,2788,2,4,Tinggi
1043,122.8639187,0.7333855,Bunong,2137,1,3,Rendah
1044,123.2679788,0.7104693,Huntuk,2496,2,2,Sedang
1045,123.3218733,0.7552466,Kopi,2558,3,4,Tinggi
1046,123.5095993,0.8781118,Kuhanga,2194,1,4,Rendah
1047,123.5342401,0.8901131,Minanga,2733,2,4,Tinggi
1048,123.2324598,0.7244381,Mome,2681,1,2,Sedang
1049,123.5447689,0.8808049,Padang,2649,2,3,Tinggi
1050,123.5033082,0.8630317,Padang Barat,2775,2,3,Tinggi
1051,123.5125886,0.8650231,Pimpi,2846,1,3,Tinggi
1052,123.5384006,0.8841129,Talaga,2559,2,4,Tinggi
1053,123.5403428,0.8777283,Vahuta,1998,1,2,Rendah
1054,123.5291001,0.8836799,Voa’a,2679,1,3,Tinggi
1055,123.7027682,0.8577776,Apeng Sembaka,1882,2,2,Rendah
